,name,playerId,DBNOs,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killStreaks,kills,longestKill,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,matchId
10,Berynie,account.840d28236c3b4bd2aba9b1e2baa92ef0,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,16.534513,0.0,30.0,6000851a-8769-4ed5-8890-c1b710e25ee9
11,Ousmka,account.8a5033920bfb4ca4915e650b5abf5192,1.0,0.0,7.0,515.6642,byplayer,2.0,7.0,2.0,2.0,4.0,196.2467,1.0,0.0,0.0,0.0,0.0,1086.0,0.0,1673.6193,6.0,2.0,6000851a-8769-4ed5-8890-c1b710e25ee9
12,ryusiho_,account.578cca3a16ac49c8b6064b2172ac9c40,2.0,1.0,2.0,446.75055,byplayer,0.0,1.0,13.0,1.0,2.0,44.51678,0.0,0.0,0.0,0.0,0.0,644.0,0.0,983.77704,5.0,10.0,6000851a-8769-4ed5-8890-c1b710e25ee9
13,park583077,account.cb7e4531d6c74bf48ca7cd066c0bb090,0.0,0.0,0.0,63.8433,byplayer,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,863.7238,5.0,15.0,6000851a-8769-4ed5-8890-c1b710e25ee9
14,rldnjsdl,account.2c6a772da7bc4d848b4985629b84c843,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,1126.1305,5.0,15.0,6000851a-8769-4ed5-8890-c1b710e25ee9
15,BiWon,account.a9c96d79137a447b9ba4cb9eaeef8f92,1.0,1.0,3.0,264.50998,byplayer,1.0,2.0,18.0,1.0,1.0,17.117914,0.0,0.0,0.0,0.0,0.0,767.0,0.0,1385.2203,4.0,7.0,6000851a-8769-4ed5-8890-c1b710e25ee9
16,migmig21,account.428088b996794db7b03013ce2454490a,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,82.62335,1.0,31.0,6000851a-8769-4ed5-8890-c1b710e25ee9
17,98kyelail,account.f4729434a1764fa39209c3f4cc413e55,0.0,0.0,3.0,44.4,byplayer,0.0,1.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,584.0,0.0,891.0199,4.0,12.0,6000851a-8769-4ed5-8890-c1b710e25ee9
18,octashit,account.9aafe58dff844638ae34b5942982febf,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,206.35812,3.0,19.0,6000851a-8769-4ed5-8890-c1b710e25ee9
19,sixlittleducks,account.a72129b231ba4a2f8feeaca5536496a8,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,34.404274,1.0,32.0,6000851a-8769-4ed5-8890-c1b710e25ee9
20,Jaeseung0610,account.d7194a67f4784a2da61e6edc111525e2,0.0,0.0,4.0,89.705,byplayer,0.0,2.0,17.0,1.0,1.0,106.00069,0.0,0.0,0.0,0.0,0.0,945.0,0.0,1707.2727,4.0,4.0,6000851a-8769-4ed5-8890-c1b710e25ee9
21,20220730,account.15ea3d1ba8154fef99afbdbb48f7fdad,2.0,2.0,5.0,396.21857,byplayer,0.0,2.0,3.0,2.0,4.0,173.00363,0.0,0.0,0.0,0.0,0.0,818.0,0.0,1643.2968,4.0,3.0,6000851a-8769-4ed5-8890-c1b710e25ee9
22,mNTs1,account.1844c06e2e6c4dd684a0b48d1e1d590b,0.0,0.0,0.0,36.0,byplayer,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,34.215385,0.0,23.0,6000851a-8769-4ed5-8890-c1b710e25ee9
23,shinkyungsoo,account.c003be7189a84ab79c1f29448d76a451,1.0,0.0,5.0,337.3931,byplayer,0.0,7.0,21.0,1.0,1.0,191.26993,0.0,0.0,0.0,0.0,0.0,614.0,0.0,971.8942,7.0,11.0,6000851a-8769-4ed5-8890-c1b710e25ee9
24,angel_moon2,account.aeebee6cbc034fcd9807cd3da052d47b,0.0,0.0,2.0,0.0,byplayer,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,385.76086,1.0,5.0,6000851a-8769-4ed5-8890-c1b710e25ee9
25,hoiyunyddong,account.40bd26a741544b1ba32d09d58e9ce916,3.0,2.0,4.0,449.50812,byplayer,1.0,7.0,4.0,1.0,4.0,165.23247,0.0,0.0,0.0,69.948586,0.0,835.0,0.0,2010.3799,5.0,6.0,6000851a-8769-4ed5-8890-c1b710e25ee9
26,ingkimogi,account.4c371e1528aa41929022ef0dcaaed1bd,1.0,1.0,8.0,337.2035,byplayer,0.0,4.0,6.0,2.0,3.0,165.77467,1.0,0.0,0.0,0.0,0.0,1182.0,0.0,1787.1049,4.0,2.0,6000851a-8769-4ed5-8890-c1b710e25ee9
27,Cigarette_smoke,account.4c35e3d7d2a244d3b3d0d7d01549ed94,2.0,0.0,2.0,173.56577,byplayer,0.0,0.0,14.0,1.0,2.0,26.800177,0.0,0.0,0.0,0.0,0.0,644.0,0.0,1353.4457,5.0,10.0,6000851a-8769-4ed5-8890-c1b710e25ee9
28,PFpizzamaq,ai.312,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,723.342,0.0,18.0,6000851a-8769-4ed5-8890-c1b710e25ee9
29,NP_lsis,account.d41df866910f49cfade80fb784d8d851,1.0,0.0,3.0,173.27267,byplayer,0.0,1.0,12.0,1.0,2.0,18.400312,0.0,0.0,0.0,0.0,0.0,659.0,0.0,983.1028,4.0,9.0,6000851a-8769-4ed5-8890-c1b710e25ee9
30,222ian,account.29a7cb0b9c454f21a588f906f3828c22,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,161.7529,1.0,28.0,6000851a-8769-4ed5-8890-c1b710e25ee9
31,Whiteeasyhoon,account.5c23c56f71994abea54a9ab279fc80bb,0.0,0.0,0.0,18.9,byplayer,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,26.89395,2.0,29.0,6000851a-8769-4ed5-8890-c1b710e25ee9
32,seol4,account.9aa1722007844e2eb74a1617c2802cce,2.0,0.0,3.0,436.07095,byplayer,2.0,1.0,8.0,2.0,3.0,69.00581,0.0,0.0,0.0,0.0,0.0,466.0,0.0,968.3787,5.0,16.0,6000851a-8769-4ed5-8890-c1b710e25ee9
33,hyeonsu1548,account.dee105dd5c3c4d7690abee01c2c062cf,0.0,1.0,2.0,58.211998,byplayer,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,0.0,843.41486,7.0,16.0,6000851a-8769-4ed5-8890-c1b710e25ee9
34,kimjimin07,account.c55b386d93204148a52cde9b47f091fd,0.0,0.0,1.0,0.0,byplayer,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,53.334736,2.0,26.0,6000851a-8769-4ed5-8890-c1b710e25ee9
35,BGZ_Hoon,account.b93b600ae4374db4b2b4ad9b9b029cda,0.0,0.0,1.0,21.71989,byplayer,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,605.2022,6.0,8.0,6000851a-8769-4ed5-8890-c1b710e25ee9
36,peonier,account.e595b1ce20f54969bd764e43dd40cb7f,0.0,1.0,0.0,82.837494,byplayer,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,25.455162,2.0,17.0,6000851a-8769-4ed5-8890-c1b710e25ee9
37,Lemon351,account.21e7f102a6644d09ae5ba7004e7c8307,1.0,0.0,0.0,295.15,byplayer,3.0,0.0,9.0,1.0,3.0,46.145287,0.0,0.0,0.0,0.0,0.0,295.0,0.0,652.5539,2.0,21.0,6000851a-8769-4ed5-8890-c1b710e25ee9
38,CcD_-S,account.ef9dfa942e954d4aa558f8912d5e5a43,5.0,1.0,4.0,984.5471,byplayer,0.0,6.0,1.0,2.0,6.0,182.64403,0.0,0.0,0.0,0.0,0.0,1064.0,0.0,1310.4933,6.0,3.0,6000851a-8769-4ed5-8890-c1b710e25ee9
39,NCT_SungHwan,account.bc9fed98fcfd4c5ebcd2f57232e7d4c2,0.0,0.0,0.0,85.52487,byplayer,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,9.9575405,2.0,31.0,6000851a-8769-4ed5-8890-c1b710e25ee9
40,njjhe,account.a87830f2382d46d8a85783b06a9ad3bb,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0,237.45663,2.0,19.0,6000851a-8769-4ed5-8890-c1b710e25ee9
41,pourceau,account.25469829fbf44aa488600d87e7a3f77e,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,41.840973,0.0,28.0,6000851a-8769-4ed5-8890-c1b710e25ee9
42,BUSANJANG99,account.e8880015766545cea23e9e76a334440e,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,78.8188,3.0,23.0,6000851a-8769-4ed5-8890-c1b710e25ee9
43,taehan_banggu,account.75a12499c7f44fc8811c45470ae66252,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,9.283736,0.0,27.0,6000851a-8769-4ed5-8890-c1b710e25ee9
44,Pur_LEE,account.6061c2dcfa73439aa5e4ea32265911e0,0.0,0.0,4.0,134.19652,byplayer,0.0,2.0,19.0,1.0,1.0,7.713519,1.0,0.0,0.0,0.0,0.0,659.0,0.0,991.74146,5.0,9.0,6000851a-8769-4ed5-8890-c1b710e25ee9
45,rr_romi,account.7f0b6d189b84409b9bc87f8fefb705ff,0.0,0.0,3.0,155.49612,byplayer,0.0,4.0,20.0,1.0,1.0,2.8125799,1.0,0.0,0.0,0.0,0.0,614.0,0.0,932.82477,6.0,11.0,6000851a-8769-4ed5-8890-c1b710e25ee9
46,BigBird-_-,account.48c23e570b954e288245a83d84726ac6,1.0,0.0,3.0,202.0325,byplayer,0.0,0.0,15.0,2.0,2.0,10.652497,0.0,0.0,0.0,0.0,0.0,454.0,0.0,560.77515,3.0,17.0,6000851a-8769-4ed5-8890-c1b710e25ee9
47,Yoon_Daeng-_-,account.4a6aa554f3664640a31a92259f680bff,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,56.6419,1.0,32.0,6000851a-8769-4ed5-8890-c1b710e25ee9
48,SWAT89,account.72cd6f7a60c34854bce9475962645b2f,0.0,0.0,3.0,159.84,byplayer,0.0,2.0,22.0,1.0,1.0,20.413424,1.0,0.0,0.0,0.0,0.0,588.0,0.0,1082.9166,3.0,12.0,6000851a-8769-4ed5-8890-c1b710e25ee9
49,0minK,account.c119fad29d404adda5cf86502ed267ae,0.0,0.0,0.0,58.8,alive,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,409.5181,4.0,1.0,6000851a-8769-4ed5-8890-c1b710e25ee9
50,daeung159,account.17b68c4c645d466a8a591479c1e80fea,1.0,1.0,1.0,228.27098,byplayer,0.0,0.0,26.0,1.0,1.0,90.61296,0.0,0.0,0.0,0.0,0.0,375.0,0.0,515.66254,3.0,20.0,6000851a-8769-4ed5-8890-c1b710e25ee9
51,raptor77,account.0831d1577c0a4fbd9c8d9565a43c3c25,2.0,0.0,0.0,100.0,byplayer,0.0,0.0,30.0,1.0,1.0,2.453152,0.0,0.0,0.0,0.0,0.0,66.0,0.0,34.461983,1.0,33.0,6000851a-8769-4ed5-8890-c1b710e25ee9
52,korona_19,account.6d18d65426c5401c905c2509a03a7fb7,0.0,0.0,0.0,119.40732,byplayer,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,81.20582,3.0,26.0,6000851a-8769-4ed5-8890-c1b710e25ee9
53,FatAnt,account.204347fb73a94e5a8049a863c5b91043,0.0,0.0,4.0,421.30222,byplayer,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,1477.0205,3.0,5.0,6000851a-8769-4ed5-8890-c1b710e25ee9
54,It_G_Ma_04,account.4469813d0bfd426ba076a153e33ac958,0.0,0.0,1.0,129.04001,byplayer,0.0,5.0,24.0,1.0,1.0,9.4879465,0.0,0.0,0.0,0.0,0.0,579.0,0.0,990.2202,4.0,13.0,6000851a-8769-4ed5-8890-c1b710e25ee9
55,kangmandu523,account.a79f7d865f2b4cdd8dd46a6ef3c82210,0.0,0.0,2.0,57.25,byplayer,0.0,0.0,25.0,1.0,1.0,57.824284,0.0,0.0,0.0,0.0,0.0,375.0,0.0,557.92566,3.0,20.0,6000851a-8769-4ed5-8890-c1b710e25ee9
56,euno33,account.1f972319bc7c4e6d978fda813c29ed60,0.0,1.0,0.0,26.0,byplayer,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,0.0,11.571494,1.0,33.0,6000851a-8769-4ed5-8890-c1b710e25ee9
57,Life_sucks37,account.1f704819972f454985b5c4e946e0d7cf,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,481.70935,5.0,14.0,6000851a-8769-4ed5-8890-c1b710e25ee9
58,jhp0130,account.d337c507681e42dc82c174f9e3dacb82,1.0,0.0,1.0,339.52502,byplayer,0.0,1.0,23.0,1.0,1.0,9.69161,0.0,0.0,0.0,0.0,0.0,579.0,0.0,841.02075,6.0,13.0,6000851a-8769-4ed5-8890-c1b710e25ee9
59,BaekZombie,account.d6605e2a8af44eabb92ddd0347cebb5c,2.0,0.0,5.0,267.89093,byplayer,0.0,1.0,7.0,2.0,3.0,26.520306,0.0,0.0,0.0,0.0,0.0,727.0,0.0,735.82086,4.0,8.0,6000851a-8769-4ed5-8890-c1b710e25ee9
60,MG_Han,account.2dd47282f72f4131b5d659bf2fe9e4be,0.0,0.0,1.0,153.46933,byplayer,0.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,518.91846,3.0,22.0,6000851a-8769-4ed5-8890-c1b710e25ee9
61,HAM_JUNG,account.82aaeda54dbb40508f3314405d5c9a6f,1.0,1.0,1.0,135.25,byplayer,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,590.7353,2.0,21.0,6000851a-8769-4ed5-8890-c1b710e25ee9
62,SU_DDI,account.71d24afacda04a46946415bd7c837d73,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,549.7615,2.0,14.0,6000851a-8769-4ed5-8890-c1b710e25ee9
63,taesikkkkkkkkkkk,account.793e08cb9a804f28bfe1d85c1ed004e4,0.0,0.0,2.0,95.03676,byplayer,0.0,1.0,11.0,1.0,2.0,12.513567,1.0,0.0,0.0,71.39792,0.0,835.0,0.0,1837.295,7.0,6.0,6000851a-8769-4ed5-8890-c1b710e25ee9
