,name,playerId,DBNOs,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killStreaks,kills,longestKill,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,matchId
22,kimkenjl,account.b2e942acaa6045308602d0a410ea3c98,0.0,0.0,4.0,249.26627,byplayer,0.0,4.0,10.0,1.0,2.0,44.147144,0.0,0.0,0.0,0.0,0.0,511.0,0.0,726.0221,5.0,11.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
23,Taka10BVB,account.61fe48e2dcf944dfbe513c629514f831,0.0,0.0,2.0,96.161995,byplayer,0.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,0.0,1410.711,3.0,3.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
24,Lee-babcha,account.71503b205dd449eebe48e7a4373e904d,0.0,0.0,0.0,23.939999,byplayer,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,816.0017,3.0,17.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
25,SaeRom-,account.45b9839baf5a4c6b9580e1424c5ef78f,0.0,1.0,5.0,23.627136,byplayer,0.0,3.0,19.0,1.0,1.0,157.5308,1.0,0.0,0.0,0.0,0.0,870.0,0.0,1765.8477,3.0,5.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
26,tmaccraig,account.01a56253b6854f4eac60753534fd4258,2.0,0.0,2.0,317.16998,byplayer,0.0,11.0,4.0,2.0,3.0,116.31835,0.0,0.0,0.0,0.0,0.0,932.0,0.0,1086.2742,5.0,3.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
27,SoDongHo,account.62f96151029848aba2945c3810fbb705,1.0,0.0,2.0,126.79,byplayer,0.0,0.0,26.0,1.0,1.0,33.88805,0.0,0.0,0.0,0.0,0.0,177.0,0.0,210.67148,3.0,23.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
28,leedo96,account.480986b979624325b4e9b05e961da0f5,0.0,1.0,0.0,22.869,byplayer,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,122.48588,6.0,25.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
29,MSB2017,account.7fcf323e0292482bab1a216cba707ed5,0.0,0.0,0.0,21.6,byplayer,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,215.89276,1.0,23.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
30,PHareP,account.6cae7fe88dea47f9af97e6b0fb80f559,0.0,0.0,3.0,0.0,byplayer,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,736.80554,3.0,13.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
31,haksal1020,account.00e40e0a9ff149a189bbd0443595a609,1.0,0.0,3.0,175.0,byplayer,1.0,0.0,12.0,2.0,2.0,21.532513,0.0,0.0,0.0,0.0,0.0,401.0,0.0,325.4679,5.0,16.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
32,KARPO30,account.d47c9f7f4db648689c8c5a6b1ec9da40,0.0,0.0,1.0,137.21977,byplayer,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,1023.6114,3.0,12.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
33,Dinho87,account.83df83237f394563ba0c175b2423fd24,0.0,1.0,3.0,128.37354,byplayer,0.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,1107.1017,2.0,10.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
34,Jinu_14,account.d840573f06f7460da50b695268d54981,1.0,0.0,0.0,100.0,byplayer,1.0,0.0,28.0,1.0,1.0,13.511531,0.0,0.0,0.0,0.0,0.0,111.0,0.0,12.540116,1.0,29.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
35,Twitch_Iryong,account.051a29fbd2e2451bafa987a77a737423,1.0,0.0,3.0,62.373352,byplayer,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,1119.9031,4.0,14.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
36,Yongdanechu,account.fa8eebadfb304407b1d3efddbae47db7,1.0,0.0,0.0,100.0,byplayer,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,226.06042,3.0,21.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
37,LLB-003,account.c730ab864d5f4a139444de98aec35301,2.0,2.0,7.0,505.73505,alive,1.0,17.0,2.0,2.0,4.0,130.9143,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,2189.6238,5.0,1.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
38,CODE-libero,account.ec529a71599040f5acfa8adf5f0b4867,1.0,0.0,0.0,116.0,byplayer,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,101.59086,1.0,24.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
39,SLN_heat_-,account.011181d3a0584f7cbf4ec7b77986ec11,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,57.522987,3.0,27.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
40,GODS_OO,account.c82254f0f4a64ca684cbc8dbd0138e8b,2.0,0.0,4.0,380.86,byplayer,1.0,1.0,6.0,2.0,3.0,154.28725,0.0,0.0,0.0,39.622242,0.0,699.0,0.0,1567.0703,3.0,7.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
41,THCRYUBA,account.9d0290eb28424ab090b2a8c99d947537,0.0,0.0,0.0,0.0,byplayer,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,41.13218,2.0,31.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
42,Neolabel,account.7aaf20ed64934ea5bed98614e71503d7,0.0,0.0,2.0,0.0,byplayer,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,259.71893,2.0,20.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
43,sbemine1,account.949bc504596e40ebaaed0577d8a98000,0.0,0.0,0.0,131.16019,byplayer,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,730.7335,3.0,17.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
44,dirtysexy13,account.bf1b81ca9f134389bf661fd6cfdd7985,2.0,2.0,6.0,360.05554,byplayer,0.0,6.0,17.0,1.0,1.0,12.1820755,0.0,0.0,0.0,0.0,0.0,1017.0,0.0,1852.9653,3.0,2.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
45,LP80_qiancao,account.e6bace29314745669ff03b45b118c7eb,2.0,3.0,6.0,542.01746,alive,0.0,8.0,8.0,1.0,2.0,21.79809,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,2300.3142,5.0,1.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
46,thth3103,account.e7a3309a65f84793af59c3dc4538714c,1.0,0.0,0.0,199.63,byplayer,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,0.0,118.43613,5.0,26.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
47,autre_haru,account.5e1d947b4ac14a06ba5b68d531626e88,0.0,0.0,0.0,110.112434,byplayer,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,119.89299,4.0,28.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
48,uk68,account.33279eea8f7e4627a9a517d95c0d9ab3,0.0,0.0,1.0,86.40749,byplayer,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,153.57646,5.0,20.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
49,jazzyffact,account.3bba1d5b218148ffa0fbbdc9ca41c8cb,3.0,0.0,6.0,562.1487,byplayer,2.0,6.0,1.0,2.0,6.0,65.56973,1.0,0.0,0.0,0.0,0.0,1017.0,0.0,1769.1012,4.0,2.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
50,EbaEba_04,account.4b5cead614d74a56ae18096808e7000e,1.0,0.0,0.0,249.20001,byplayer,0.0,0.0,15.0,2.0,2.0,9.816433,0.0,0.0,0.0,0.0,0.0,236.0,0.0,175.71649,4.0,21.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
51,Peaches_and_sons,account.936b996c8f324527bafd8b436f374e7d,0.0,0.0,1.0,0.0,byplayer,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,691.1028,4.0,9.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
52,Nam_ga_,account.9f0f941b477f4f34af2264ea5d130d9b,0.0,0.0,2.0,55.241222,byplayer,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,62.583485,0.0,601.0,0.0,1502.5359,3.0,7.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
53,angggggg1,account.93259ca0c6d644ff8c1a69d20c66cc24,1.0,1.0,0.0,176.025,byplayer,0.0,0.0,24.0,1.0,1.0,16.44717,0.0,0.0,0.0,0.0,0.0,88.0,0.0,11.885427,1.0,21.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
54,LGA1200,account.83b7c74fa9c049d18d09efcdbb331650,0.0,0.0,1.0,0.0,byplayer,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,495.0,0.0,658.80194,4.0,12.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
55,yujjing2,account.6ede34d1e2134d8f887f2b8eeb9fde53,1.0,0.0,2.0,276.87164,byplayer,0.0,4.0,9.0,2.0,2.0,80.565834,0.0,0.0,0.0,0.0,0.0,541.0,0.0,1065.6771,3.0,10.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
56,cofla05,account.7d5571af8d72442fa34ad737a97e9481,0.0,0.0,6.0,184.92444,byplayer,0.0,1.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,881.0,0.0,1106.481,3.0,4.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
57,DacuGate,account.9eb21a2d23e044ed8a356c1d1b922699,1.0,0.0,0.0,139.6,byplayer,0.0,0.0,25.0,1.0,1.0,20.931435,0.0,0.0,0.0,0.0,0.0,216.0,0.0,268.29068,2.0,22.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
58,ga_you,account.de6ac5b472ad4ca3a3468a98bd76d9c5,2.0,0.0,6.0,431.57837,byplayer,2.0,4.0,3.0,2.0,4.0,30.786491,0.0,0.0,0.0,0.0,0.0,811.0,0.0,1254.2009,5.0,6.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
59,picasoisparis,account.05234814fb2443f7911be6587fd2c304,0.0,0.0,1.0,0.0,byplayer,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,179.26825,4.0,19.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
60,Migalo,account.7b42979efe1c4cbca31a0d0dfc21a783,1.0,0.0,0.0,200.0,byplayer,0.0,0.0,16.0,2.0,2.0,12.838156,0.0,0.0,0.0,0.0,0.0,111.0,0.0,109.63522,1.0,29.0,89c726a4-7cb4-495c-9351-8f1befe0d8ca
